gene,chr,start,end,gene_biotype,coding_strand,length,genomic_position
Gimap5,6,48746197,48754210,protein_coding,1,8013,chr6_48746197_48754210
Gimap3,6,48764464,48770851,protein_coding,-1,6387,chr6_48764464_48770851
Tmem176b,6,48833818,48841496,protein_coding,-1,7678,chr6_48833818_48841496
Tmem176a,6,48840919,48847071,protein_coding,1,6152,chr6_48840919_48847071
Gm7932,6,48860329,48866083,lincRNA,1,5754,chr6_48860329_48866083
Aoc1,6,48872896,48909188,protein_coding,1,36292,chr6_48872896_48909188
4930563H07Rik,6,48986616,48999616,antisense,-1,13000,chr6_48986616_48999616
Svs1,6,48986861,48991722,protein_coding,1,4861,chr6_48986861_48991722
Gpnmb,6,49036546,49070929,protein_coding,1,34383,chr6_49036546_49070929
Malsu1,6,49073795,49086751,protein_coding,1,12956,chr6_49073795_49086751
Igf2bp3,6,49085223,49214957,protein_coding,-1,129734,chr6_49085223_49214957
Tra2a,6,49243924,49264033,protein_coding,-1,20109,chr6_49243924_49264033
Ccdc126,6,49319274,49341582,protein_coding,1,22308,chr6_49319274_49341582
Fam221a,6,49367739,49390539,protein_coding,1,22800,chr6_49367739_49390539
Stk31,6,49395604,49469501,protein_coding,1,73897,chr6_49395604_49469501
Npy,6,49822710,49829507,protein_coding,1,6797,chr6_49822710_49829507
Gm3455,6,50051186,50107628,lincRNA,1,56442,chr6_50051186_50107628
Mpp6,6,50110241,50198939,protein_coding,1,88698,chr6_50110241_50198939
Gsdme,6,50188888,50263862,protein_coding,-1,74974,chr6_50188888_50263862
Osbpl3,6,50293330,50456201,protein_coding,-1,162871,chr6_50293330_50456201
Cycs,6,50562563,50566538,protein_coding,-1,3975,chr6_50562563_50566538
5430402O13Rik,6,50566643,50594865,antisense,1,28222,chr6_50566643_50594865
4921507P07Rik,6,50573302,50596632,protein_coding,-1,23330,chr6_50573302_50596632
Npvf,6,50650672,50654439,protein_coding,-1,3767,chr6_50650672_50654439
C530044C16Rik,6,50776115,50815033,lincRNA,1,38918,chr6_50776115_50815033
Gm44109,6,50799072,50803031,lincRNA,-1,3959,chr6_50799072_50803031
G930045G22Rik,6,50849023,50878077,lincRNA,-1,29054,chr6_50849023_50878077
Gm6559,6,51379710,51392791,lincRNA,1,13081,chr6_51379710_51392791
Nfe2l3,6,51432670,51458768,protein_coding,1,26098,chr6_51432670_51458768
Hnrnpa2b1,6,51460932,51469894,protein_coding,-1,8962,chr6_51460932_51469894
Cbx3,6,51470360,51483704,protein_coding,1,13344,chr6_51470360_51483704
Snx10,6,51523901,51590679,protein_coding,1,66778,chr6_51523901_51590679
Gm38811,6,51694309,51711081,lincRNA,-1,16772,chr6_51694309_51711081
Skap2,6,51857422,52012549,protein_coding,-1,155127,chr6_51857422_52012549
Gm44077,6,52012601,52026986,lincRNA,1,14385,chr6_52012601_52026986
Halr1,6,52102949,52113684,lincRNA,1,10735,chr6_52102949_52113684
Hoxaas3,6,52175217,52215076,antisense,1,39859,chr6_52175217_52215076
Hoxa7,6,52214491,52221854,protein_coding,-1,7363,chr6_52214491_52221854
Gm44028,6,52509889,52514036,lincRNA,1,4147,chr6_52509889_52514036
Hibadh,6,52546228,52640389,protein_coding,-1,94161,chr6_52546228_52640389
Tax1bp1,6,52713729,52766780,protein_coding,1,53051,chr6_52713729_52766780
Jazf1,6,52768797,53068631,protein_coding,-1,299834,chr6_52768797_53068631
Creb5,6,53287270,53700376,protein_coding,1,413106,chr6_53287270_53700376
Tril,6,53815468,53820830,protein_coding,-1,5362,chr6_53815468_53820830
Gm16499,6,53818743,53868183,antisense;lincRNA,1,49440,chr6_53818743_53868183
Cpvl,6,53873279,53978671,protein_coding,-1,105392,chr6_53873279_53978671
Chn2,6,54039554,54301810,protein_coding,1,262256,chr6_54039554_54301810
9530036M11Rik,6,54146887,54150937,antisense,-1,4050,chr6_54146887_54150937
Prr15,6,54325835,54330201,protein_coding,1,4366,chr6_54325835_54330201
Wipf3,6,54429603,54503768,protein_coding,1,74165,chr6_54429603_54503768
Gm44026,6,54463685,54473170,antisense,-1,9485,chr6_54463685_54473170
Scrn1,6,54501173,54566489,protein_coding,-1,65316,chr6_54501173_54566489
Fkbp14,6,54577604,54597308,protein_coding,-1,19704,chr6_54577604_54597308
Plekha8,6,54595111,54645839,protein_coding,1,50728,chr6_54595111_54645839
Gm28402,6,54680930,54681917,antisense,-1,987,chr6_54680930_54681917
Mturn,6,54681624,54703851,protein_coding,1,22227,chr6_54681624_54703851
Znrf2,6,54816916,54893500,protein_coding,1,76584,chr6_54816916_54893500
Nod1,6,54923949,54972612,protein_coding,-1,48663,chr6_54923949_54972612
Ggct,6,54982580,54992950,protein_coding,-1,10370,chr6_54982580_54992950
Gars,6,55038007,55079500,protein_coding,1,41493,chr6_55038007_55079500
Crhr2,6,55090049,55133016,protein_coding,-1,42967,chr6_55090049_55133016
Gm34358,6,55154459,55167210,lincRNA,1,12751,chr6_55154459_55167210
Mindy4,6,55203383,55320222,protein_coding,1,116839,chr6_55203383_55320222
Gm44073,6,55296262,55307886,antisense,-1,11624,chr6_55296262_55307886
Aqp1,6,55336432,55348555,protein_coding,1,12123,chr6_55336432_55348555
Ghrhr,6,55376295,55388530,protein_coding,1,12235,chr6_55376295_55388530
6430584L05Rik,6,55396887,55412285,lincRNA,1,15398,chr6_55396887_55412285
Adcyap1r1,6,55451978,55501451,protein_coding,1,49473,chr6_55451978_55501451
Neurod6,6,55677822,55681263,protein_coding,-1,3441,chr6_55677822_55681263
Gm3279,6,55684571,55694574,lincRNA,1,10003,chr6_55684571_55694574
Ppp1r17,6,56017497,56032689,protein_coding,1,15192,chr6_56017497_56032689
Pde1c,6,56069804,56652487,protein_coding,-1,582683,chr6_56069804_56652487
Lsm5,6,56701063,56704710,protein_coding,-1,3647,chr6_56701063_56704710
Avl9,6,56714899,56761912,protein_coding,1,47013,chr6_56714899_56761912
Kbtbd2,6,56777524,56797813,protein_coding,-1,20289,chr6_56777524_56797813
Fkbp9,6,56832059,56879358,protein_coding,1,47299,chr6_56832059_56879358
Nt5c3,6,56882400,56923932,protein_coding,-1,41532,chr6_56882400_56923932
Vmn1r4,6,56924015,56958100,protein_coding,1,34085,chr6_56924015_56958100
Vmn1r5,6,56970273,56988390,protein_coding,1,18117,chr6_56970273_56988390
Vmn1r6,6,56997243,57009825,protein_coding,1,12582,chr6_56997243_57009825
Vmn1r8,6,57032284,57037391,protein_coding,1,5107,chr6_57032284_57037391
Vmn1r12,6,57156919,57165329,protein_coding,1,8410,chr6_57156919_57165329
Vmn1r13,6,57203290,57214799,protein_coding,1,11509,chr6_57203290_57214799
Vmn1r15,6,57257952,57259972,protein_coding,1,2020,chr6_57257952_57259972
Vmn1r16,6,57318052,57329494,protein_coding,-1,11442,chr6_57318052_57329494
Vmn1r18,6,57376660,57395783,protein_coding,-1,19123,chr6_57376660_57395783
4930533I22Rik,6,57476697,57497671,antisense,1,20974,chr6_57476697_57497671
Ppm1k,6,57506502,57535468,protein_coding,-1,28966,chr6_57506502_57535468
Herc6,6,57581000,57664632,protein_coding,1,83632,chr6_57581000_57664632
Pyurf,6,57686576,57692078,protein_coding,-1,5502,chr6_57686576_57692078
Lancl2,6,57702540,57739439,protein_coding,1,36899,chr6_57702540_57739439
Vopp1,6,57727807,57825159,protein_coding,-1,97352,chr6_57727807_57825159
Vmn1r21,6,57842830,57850343,protein_coding,-1,7513,chr6_57842830_57850343
Vmn1r22,6,57898126,57908028,protein_coding,-1,9902,chr6_57898126_57908028
Vmn1r23,6,57925842,57926838,protein_coding,-1,996,chr6_57925842_57926838
Vmn1r24,6,57954707,57961503,protein_coding,-1,6796,chr6_57954707_57961503
Vmn1r25,6,57978299,57980810,protein_coding,-1,2511,chr6_57978299_57980810
Vmn1r26,6,58004934,58015159,protein_coding,-1,10225,chr6_58004934_58015159
Gm43994,6,58192321,58194765,lincRNA,1,2444,chr6_58192321_58194765
Vmn1r27,6,58213091,58218821,protein_coding,-1,5730,chr6_58213091_58218821
Vmn1r28,6,58262037,58275639,protein_coding,1,13602,chr6_58262037_58275639
Vmn1r29,6,58301549,58311685,protein_coding,1,10136,chr6_58301549_58311685
Vmn1r30,6,58434159,58443385,protein_coding,-1,9226,chr6_58434159_58443385
Gm35077,6,58457868,58521810,lincRNA,-1,63942,chr6_58457868_58521810
Abcg2,6,58584523,58695676,protein_coding,1,111153,chr6_58584523_58695676
Herc3,6,58831465,58920398,protein_coding,1,88933,chr6_58831465_58920398
Nap1l5,6,58905233,58907076,protein_coding,-1,1843,chr6_58905233_58907076
Fam13a,6,58932090,59024549,protein_coding,-1,92459,chr6_58932090_59024549
Gm45060,6,58964874,58972234,antisense,1,7360,chr6_58964874_58972234
BB365896,6,58965655,59002083,antisense,1,36428,chr6_58965655_59002083
Tigd2,6,59208870,59212033,protein_coding,1,3163,chr6_59208870_59212033
Gprin3,6,59347226,59426294,protein_coding,-1,79068,chr6_59347226_59426294
Gm5570,6,60031967,60150045,lincRNA,1,118078,chr6_60031967_60150045
Gm35386,6,60586778,60591189,lincRNA,1,4411,chr6_60586778_60591189
Snca,6,60731575,60829855,protein_coding,-1,98280,chr6_60731575_60829855
Mmrn1,6,60924976,60989378,protein_coding,1,64402,chr6_60924976_60989378
Ccser1,6,61180324,62382865,protein_coding,1,1202541,chr6_61180324_62382865
Grid2,6,63255876,64704323,protein_coding,1,1448447,chr6_63255876_64704323
Gm44071,6,63324672,63328441,antisense,-1,3769,chr6_63324672_63328441
Gm44072,6,64040429,64041557,antisense,-1,1128,chr6_64040429_64041557
Atoh1,6,64729125,64731245,protein_coding,1,2120,chr6_64729125_64731245
Smarcad1,6,65042583,65116061,protein_coding,1,73478,chr6_65042583_65116061
Hpgds,6,65117293,65144908,protein_coding,-1,27615,chr6_65117293_65144908
Tnip3,6,65525313,65634040,protein_coding,1,108727,chr6_65525313_65634040
Ndnf,6,65671590,65712326,protein_coding,1,40736,chr6_65671590_65712326
Gm16838,6,65768544,65779249,antisense,-1,10705,chr6_65768544_65779249
Prdm5,6,65778988,65937010,protein_coding,1,158022,chr6_65778988_65937010
2610300M13Rik,6,66451949,66465738,lincRNA,-1,13789,chr6_66451949_66465738
Mad2l1,6,66535390,66547220,protein_coding,1,11830,chr6_66535390_66547220
Vmn1r32,6,66552180,66560096,protein_coding,-1,7916,chr6_66552180_66560096
Vmn1r33,6,66610543,66618282,protein_coding,-1,7739,chr6_66610543_66618282
Vmn1r34,6,66635936,66643879,protein_coding,-1,7943,chr6_66635936_66643879
Vmn1r35,6,66678070,66685906,protein_coding,-1,7836,chr6_66678070_66685906
Vmn1r36,6,66715257,66719168,protein_coding,-1,3911,chr6_66715257_66719168
Vmn1r37,6,66729382,66733039,protein_coding,1,3657,chr6_66729382_66733039
Vmn1r38,6,66774003,66782627,protein_coding,-1,8624,chr6_66774003_66782627
Vmn1r39,6,66803297,66810609,protein_coding,-1,7312,chr6_66803297_66810609
Gng12,6,66896397,67021350,protein_coding,1,124953,chr6_66896397_67021350
Gm36816,6,66990031,67009260,antisense,-1,19229,chr6_66990031_67009260
Gadd45a,6,67035096,67037457,protein_coding,-1,2361,chr6_67035096_67037457
Gm38825,6,67179799,67239710,antisense,-1,59911,chr6_67179799_67239710
Serbp1,6,67238176,67297736,protein_coding,1,59560,chr6_67238176_67297736
Il12rb2,6,67291318,67376188,protein_coding,-1,84870,chr6_67291318_67376188
Il23r,6,67422932,67491855,protein_coding,-1,68923,chr6_67422932_67491855
Gm42889,6,67532489,67556204,lincRNA,1,23715,chr6_67532489_67556204
Tacstd2,6,67534062,67535796,protein_coding,-1,1734,chr6_67534062_67535796
Igkv1-35,6,70010949,70011673,IG_V_gene,-1,724,chr6_70010949_70011673
Igkv8-34,6,70044112,70044678,IG_V_gene,-1,566,chr6_70044112_70044678
Igkv7-33,6,70058632,70059199,IG_V_gene,-1,567,chr6_70058632_70059199
Igkv8-28,6,70143593,70144166,IG_V_gene,-1,573,chr6_70143593_70144166
Igkv8-21,6,70314895,70315472,IG_V_gene,-1,577,chr6_70314895_70315472
Igkv6-20,6,70335841,70336507,IG_V_gene,-1,666,chr6_70335841_70336507
Igkv8-19,6,70340876,70341453,IG_V_gene,-1,577,chr6_70340876_70341453
Gm30211,6,70719074,70740554,lincRNA,1,21480,chr6_70719074_70740554
Rpia,6,70765720,70792232,protein_coding,-1,26512,chr6_70765720_70792232
Eif2ak3,6,70844515,70905245,protein_coding,1,60730,chr6_70844515_70905245
Thnsl2,6,71128166,71144439,protein_coding,-1,16273,chr6_71128166_71144439
Gm44427,6,71164799,71166119,lincRNA,1,1320,chr6_71164799_71166119
Smyd1,6,71213940,71322233,protein_coding,-1,108293,chr6_71213940_71322233
Krcc1,6,71271677,71285319,protein_coding,1,13642,chr6_71271677_71285319
Gm1070,6,71293765,71302880,transcribed_unprocessed_pseudogene,1,9115,chr6_71293765_71302880
Cd8b1,6,71322788,71337494,protein_coding,1,14706,chr6_71322788_71337494
Gm44174,6,71353035,71373284,lincRNA,1,20249,chr6_71353035_71373284
Gm44175,6,71354351,71360829,lincRNA,-1,6478,chr6_71354351_71360829
Cd8a,6,71373427,71379173,protein_coding,1,5746,chr6_71373427_71379173
Rmnd5a,6,71388634,71440637,protein_coding,-1,52003,chr6_71388634_71440637
Gm44172,6,71451992,71458998,lincRNA,1,7006,chr6_71451992_71458998
Rnf103,6,71493894,71510881,protein_coding,1,16987,chr6_71493894_71510881
1700040L08Rik,6,71543192,71544114,antisense,-1,922,chr6_71543192_71544114
Chmp3,6,71543797,71582609,protein_coding,1,38812,chr6_71543797_71582609
Kdm3a,6,71588972,71632990,protein_coding,-1,44018,chr6_71588972_71632990
Reep1,6,71707561,71810710,protein_coding,1,103149,chr6_71707561_71810710
Mrpl35,6,71812997,71826969,protein_coding,-1,13972,chr6_71812997_71826969
Immt,6,71831331,71877388,protein_coding,1,46057,chr6_71831331_71877388
Ptcd3,6,71880638,71908750,protein_coding,-1,28112,chr6_71880638_71908750
Polr1a,6,71909053,71984935,protein_coding,1,75882,chr6_71909053_71984935
9130221F21Rik,6,72013896,72042528,lincRNA,-1,28632,chr6_72013896_72042528
St3gal5,6,72097592,72154571,protein_coding,1,56979,chr6_72097592_72154571
4933431G14Rik,6,72120213,72123197,antisense,-1,2984,chr6_72120213_72123197
Gm38832,6,72162849,72167707,lincRNA,1,4858,chr6_72162849_72167707
Atoh8,6,72206177,72235577,protein_coding,-1,29400,chr6_72206177_72235577
Sftpb,6,72304610,72314372,protein_coding,1,9762,chr6_72304610_72314372
Usp39,6,72318677,72345184,protein_coding,-1,26507,chr6_72318677_72345184
Gm45051,CHR_MG184_PATCH,72347028,72348458,antisense;lncRNA,-1,1430,chrCHR_MG184_PATCH_72347028_72348458
0610030E20Rik,6,72347316,72353148,protein_coding,1,5832,chr6_72347316_72353148
Tmem150a,6,72355446,72359762,protein_coding,1,4316,chr6_72355446_72359762
Rnf181,6,72359713,72366956,protein_coding,-1,7243,chr6_72359713_72366956
Vamp5,6,72368793,72380468,protein_coding,-1,11675,chr6_72368793_72380468
Vamp8,6,72385222,72390703,protein_coding,-1,5481,chr6_72385222_72390703
Ggcx,6,72414307,72430712,protein_coding,1,16405,chr6_72414307_72430712
Mat2a,6,72432798,72439558,protein_coding,-1,6760,chr6_72432798_72439558
Sh2d6,6,72513641,72521707,protein_coding,-1,8066,chr6_72513641_72521707
Capg,6,72544391,72562983,protein_coding,1,18592,chr6_72544391_72562983
Elmod3,6,72565922,72598413,protein_coding,-1,32491,chr6_72565922_72598413
Retsat,6,72598475,72608425,protein_coding,1,9950,chr6_72598475_72608425
Tgoln1,6,72608432,72617000,protein_coding,-1,8568,chr6_72608432_72617000
Tcf7l1,6,72626378,72789254,protein_coding,-1,162876,chr6_72626378_72789254
Gm15401,6,72629288,72637717,antisense,1,8429,chr6_72629288_72637717
Gm15402,6,72699214,72705090,antisense,1,5876,chr6_72699214_72705090
Kcmf1,6,72841114,72899979,protein_coding,-1,58865,chr6_72841114_72899979
Gm26640,6,72953236,72957247,lincRNA,1,4011,chr6_72953236_72957247
Tmsb10,6,72957347,72958748,protein_coding,-1,1401,chr6_72957347_72958748
Gm20560,6,73012043,73020360,antisense,1,8317,chr6_73012043_73020360
Dnah6,6,73017606,73221651,protein_coding,-1,204045,chr6_73017606_73221651
Suclg1,6,73248382,73276911,protein_coding,1,28529,chr6_73248382_73276911
1700065L07Rik,6,73436986,73471021,lincRNA,-1,34035,chr6_73436986_73471021
Gm31747,6,73586109,73608673,lincRNA,-1,22564,chr6_73586109_73608673
Gm44113,6,75968046,75974983,lincRNA,-1,6937,chr6_75968046_75974983
Gm9008,6,76495432,76497784,protein_coding,-1,2352,chr6_76495432_76497784
Gm44166,6,76496082,76497524,antisense,1,1442,chr6_76496082_76497524
Ctnna2,6,76881637,77979699,protein_coding,-1,1098062,chr6_76881637_77979699
Lrrtm1,6,77242689,77257791,protein_coding,1,15102,chr6_77242689_77257791
Reg2,6,78395623,78408106,protein_coding,1,12483,chr6_78395623_78408106
Gm20362,6,79032044,79035869,lincRNA,1,3825,chr6_79032044_79035869
Gm44271,6,79688845,79710914,lincRNA,1,22069,chr6_79688845_79710914
Gm20594,6,79817916,79818364,protein_coding,1,448,chr6_79817916_79818364
Gm4409,6,79926414,80023156,antisense,-1,96742,chr6_79926414_80023156
Lrrtm4,6,80018877,80810143,protein_coding,1,791266,chr6_80018877_80810143
Gm38839,6,81675946,81715232,lincRNA,-1,39286,chr6_81675946_81715232
1700009C05Rik,6,81900464,81910800,lincRNA,-1,10336,chr6_81900464_81910800
Gcfc2,6,81923669,81959915,protein_coding,1,36246,chr6_81923669_81959915
Mrpl19,6,81957851,81965958,protein_coding,-1,8107,chr6_81957851_81965958
Gm20383,6,81984321,81992413,lincRNA,1,8092,chr6_81984321_81992413
Eva1a,6,82041043,82093099,protein_coding,1,52056,chr6_82041043_82093099
Tacr1,6,82402334,82560104,protein_coding,1,157770,chr6_82402334_82560104
Pole4,6,82618992,82705365,protein_coding,-1,86373,chr6_82618992_82705365
Gm44145,6,82680132,82694822,antisense,1,14690,chr6_82680132_82694822
Hk2,6,82725025,82774454,protein_coding,-1,49429,chr6_82725025_82774454
Gm38843,6,82803769,82805083,lincRNA,-1,1314,chr6_82803769_82805083
Gm32591,6,82823214,82841371,lincRNA,1,18157,chr6_82823214_82841371
Gm45145,6,82896867,82905214,lincRNA,-1,8347,chr6_82896867_82905214
Sema4f,6,82911885,82939769,protein_coding,-1,27884,chr6_82911885_82939769
M1ap,6,82946902,83030309,protein_coding,1,83407,chr6_82946902_83030309
Dok1,6,83030934,83033471,protein_coding,-1,2537,chr6_83030934_83033471
Loxl3,6,83034173,83052562,protein_coding,1,18389,chr6_83034173_83052562
Htra2,6,83051266,83055273,protein_coding,-1,4007,chr6_83051266_83055273
Aup1,6,83054521,83057808,protein_coding,1,3287,chr6_83054521_83057808
Dqx1,6,83057844,83067318,protein_coding,1,9474,chr6_83057844_83067318
Pcgf1,6,83077869,83080855,protein_coding,1,2986,chr6_83077869_83080855
Lbx2,6,83086367,83088243,protein_coding,1,1876,chr6_83086367_83088243
Gm42688,6,83101617,83109939,protein_coding,1,8322,chr6_83101617_83109939
Ccdc142os,6,83106608,83109054,antisense,-1,2446,chr6_83106608_83109054
Mogs,6,83115496,83118898,protein_coding,1,3402,chr6_83115496_83118898
Wbp1,6,83119044,83121559,protein_coding,-1,2515,chr6_83119044_83121559
Ino80b,6,83121765,83125431,protein_coding,-1,3666,chr6_83121765_83125431
Gm44287,6,83122520,83124397,antisense,1,1877,chr6_83122520_83124397
Rtkn,6,83135463,83152579,protein_coding,1,17116,chr6_83135463_83152579
Wdr54,6,83149361,83156397,protein_coding,-1,7036,chr6_83149361_83156397
1700003E16Rik,6,83156404,83162945,protein_coding,1,6541,chr6_83156404_83162945
Dctn1,6,83165920,83200117,protein_coding,1,34197,chr6_83165920_83200117
Gm15624,6,83166152,83172755,antisense,-1,6603,chr6_83166152_83172755
Slc4a5,6,83219828,83304945,protein_coding,1,85117,chr6_83219828_83304945
Mthfd2,6,83305691,83325908,protein_coding,-1,20217,chr6_83305691_83325908
Mob1a,6,83326016,83343776,protein_coding,1,17760,chr6_83326016_83343776
Bola3,6,83349147,83360136,protein_coding,1,10989,chr6_83349147_83360136
Tet3,6,83362373,83459084,protein_coding,-1,96711,chr6_83362373_83459084
Dguok,6,83480217,83506969,protein_coding,-1,26752,chr6_83480217_83506969
Actg2,6,83512905,83536265,protein_coding,-1,23360,chr6_83512905_83536265
Stambp,6,83543211,83572729,protein_coding,-1,29518,chr6_83543211_83572729
Gm21284,6,83568039,83588123,antisense,1,20084,chr6_83568039_83588123
Clec4f,6,83644542,83656187,protein_coding,-1,11645,chr6_83644542_83656187
Cd207,6,83671215,83677857,protein_coding,-1,6642,chr6_83671215_83677857
Vax2os,6,83692806,83712201,antisense,-1,19395,chr6_83692806_83712201
Vax2,6,83711264,83738313,protein_coding,1,27049,chr6_83711264_83738313
Atp6v1b1,6,83742990,83758855,protein_coding,1,15865,chr6_83742990_83758855
1700124L16Rik,6,83761756,83762865,antisense,-1,1109,chr6_83761756_83762865
Ankrd53,6,83762644,83768326,protein_coding,1,5682,chr6_83762644_83768326
Tex261,6,83768885,83775813,protein_coding,-1,6928,chr6_83768885_83775813
Nagk,6,83794982,83804018,protein_coding,1,9036,chr6_83794982_83804018
Paip2b,6,83805401,83831741,protein_coding,-1,26340,chr6_83805401_83831741
Zfp638,6,83867109,83989550,protein_coding,1,122441,chr6_83867109_83989550
Dysf,6,84008590,84211060,protein_coding,1,202470,chr6_84008590_84211060
Gm15475,6,84093772,84107007,antisense,-1,13235,chr6_84093772_84107007
Gm44127,6,84225252,84286603,lincRNA,1,61351,chr6_84225252_84286603
Gm10445,6,84412942,84423838,lincRNA,-1,10896,chr6_84412942_84423838
Cyp26b1,6,84571414,84593908,protein_coding,-1,22494,chr6_84571414_84593908
Exoc6b,6,84618487,85069513,protein_coding,-1,451026,chr6_84618487_85069513
Gm44012,6,84921123,84924996,antisense,1,3873,chr6_84921123_84924996
Gm5878,6,85111416,85126125,lincRNA,-1,14709,chr6_85111416_85126125
Spr,6,85130176,85137766,protein_coding,-1,7590,chr6_85130176_85137766
Emx1,6,85187438,85204462,protein_coding,1,17024,chr6_85187438_85204462
Sfxn5,6,85213049,85333422,protein_coding,-1,120373,chr6_85213049_85333422
Rab11fip5,6,85334962,85374634,protein_coding,-1,39672,chr6_85334962_85374634
Noto,6,85423886,85428877,protein_coding,1,4991,chr6_85423886_85428877
Smyd5,6,85431989,85446435,protein_coding,1,14446,chr6_85431989_85446435
Pradc1,6,85446810,85451970,protein_coding,-1,5160,chr6_85446810_85451970
Cct7,6,85451514,85468475,protein_coding,1,16961,chr6_85451514_85468475
Fbxo41,6,85469574,85502994,protein_coding,-1,33420,chr6_85469574_85502994
Egr4,6,85511121,85513589,protein_coding,-1,2468,chr6_85511121_85513589
Alms1,6,85587531,85702753,protein_coding,1,115222,chr6_85587531_85702753
Nat8f7,6,85706727,85713205,protein_coding,-1,6478,chr6_85706727_85713205
Nat8f3,6,85732513,85765754,protein_coding,-1,33241,chr6_85732513_85765754
Nat8f6,6,85808024,85820954,protein_coding,-1,12930,chr6_85808024_85820954
Nat8,6,85830388,85832082,protein_coding,-1,1694,chr6_85830388_85832082
Nat8f2,6,85865422,85869158,protein_coding,-1,3736,chr6_85865422_85869158
Nat8f4,6,85899051,85904884,protein_coding,-1,5833,chr6_85899051_85904884
Nat8f1,6,85910154,85915687,protein_coding,-1,5533,chr6_85910154_85915687
Tprkb,6,85911865,85930284,protein_coding,1,18419,chr6_85911865_85930284
Dusp11,6,85942268,85961667,protein_coding,-1,19399,chr6_85942268_85961667
Gm19265,6,85961623,86001926,antisense,1,40303,chr6_85961623_86001926
4930553P18Rik,6,86004380,86009355,lincRNA,1,4975,chr6_86004380_86009355
Figla,6,86016171,86020996,protein_coding,1,4825,chr6_86016171_86020996
Add2,6,86028681,86124409,protein_coding,1,95728,chr6_86028681_86124409
Gm44089,6,86084366,86087080,antisense,-1,2714,chr6_86084366_86087080
Tgfa,6,86195223,86275719,protein_coding,1,80496,chr6_86195223_86275719
Fam136a,6,86365646,86370058,protein_coding,1,4412,chr6_86365646_86370058
Snrpg,6,86371304,86379328,protein_coding,1,8024,chr6_86371304_86379328
Gm44941,6,86372538,86375285,antisense,-1,2747,chr6_86372538_86375285
Pcyox1,6,86386006,86397154,protein_coding,-1,11148,chr6_86386006_86397154
Tia1,6,86404219,86433405,protein_coding,1,29186,chr6_86404219_86433405
Gm44790,6,86426658,86445630,protein_coding,1,18972,chr6_86426658_86445630
C87436,6,86438374,86473500,protein_coding,1,35126,chr6_86438374_86473500
A430078I02Rik,6,86470277,86480830,antisense,-1,10553,chr6_86470277_86480830
2310040G24Rik,6,86483376,86488227,lincRNA,-1,4851,chr6_86483376_86488227
Gm43936,6,86493216,86493909,lincRNA,-1,693,chr6_86493216_86493909
Gm44386,6,86513891,86516273,lincRNA,-1,2382,chr6_86513891_86516273
Pcbp1,6,86524492,86526321,protein_coding,-1,1829,chr6_86524492_86526321
1600020E01Rik,6,86526247,86582466,antisense,1,56219,chr6_86526247_86582466
Asprv1,6,86628164,86629710,protein_coding,1,1546,chr6_86628164_86629710
Mxd1,6,86647042,86669161,protein_coding,-1,22119,chr6_86647042_86669161
Snrnp27,6,86675151,86684522,protein_coding,-1,9371,chr6_86675151_86684522
Gm44214,6,86687823,86688428,lincRNA,-1,605,chr6_86687823_86688428
Gmcl1,6,86691768,86733383,protein_coding,-1,41615,chr6_86691768_86733383
Gm44036,6,86733489,86737065,lincRNA,1,3576,chr6_86733489_86737065
Anxa4,6,86736840,86793584,protein_coding,-1,56744,chr6_86736840_86793584
Aak1,6,86849517,87003223,protein_coding,1,153706,chr6_86849517_87003223
Nfu1,6,87009236,87028461,protein_coding,1,19225,chr6_87009236_87028461
Gfpt1,6,87042846,87092197,protein_coding,1,49351,chr6_87042846_87092197
D6Ertd527e,6,87104746,87112997,protein_coding,1,8251,chr6_87104746_87112997
Antxr1,6,87133853,87335821,protein_coding,-1,201968,chr6_87133853_87335821
Gm44418,6,87277745,87279750,antisense,1,2005,chr6_87277745_87279750
Gkn1,6,87345650,87350942,protein_coding,-1,5292,chr6_87345650_87350942
Gkn3,6,87383256,87388935,protein_coding,-1,5679,chr6_87383256_87388935
Arhgap25,6,87458545,87533259,protein_coding,-1,74714,chr6_87458545_87533259
Aplf,6,87628424,87672193,protein_coding,-1,43769,chr6_87628424_87672193
Gm44097,6,87657754,87663823,antisense,1,6069,chr6_87657754_87663823
1810020O05Rik,6,87675590,87722801,protein_coding,-1,47211,chr6_87675590_87722801
Gm44210,6,87729964,87731148,antisense,-1,1184,chr6_87729964_87731148
Efcc1,6,87730869,87755908,protein_coding,1,25039,chr6_87730869_87755908
Gm43904,6,87776143,87777480,lincRNA,1,1337,chr6_87776143_87777480
Gp9,6,87778072,87779768,protein_coding,1,1696,chr6_87778072_87779768
Rab43,6,87788853,87812164,protein_coding,-1,23311,chr6_87788853_87812164
Gm45140,6,87788861,87835795,protein_coding,-1,46934,chr6_87788861_87835795
Isy1,6,87814269,87838798,protein_coding,-1,24529,chr6_87814269_87838798
Cnbp,6,87842615,87851106,protein_coding,-1,8491,chr6_87842615_87851106
Copg1,6,87887814,87913595,protein_coding,1,25781,chr6_87887814_87913595
Gm26636,6,87908843,87914459,antisense,-1,5616,chr6_87908843_87914459
Hmces,6,87913935,87936629,protein_coding,1,22694,chr6_87913935_87936629
Gm5577,6,87980883,88005471,antisense,1,24588,chr6_87980883_88005471
Rab7,6,87999106,88045270,protein_coding,-1,46164,chr6_87999106_88045270
