gene,chr,start,end,gene_biotype,coding_strand,length,genomic_position
Gp6,7,4363965,4397744,protein_coding,-1,33779,chr7_4363965_4397744
Gp9,6,87778072,87779768,protein_coding,1,1696,chr6_87778072_87779768
Gpaa1,15,76331231,76334907,protein_coding,1,3676,chr15_76331231_76334907
Gpalpp1,14,76086236,76110760,protein_coding,-1,24524,chr14_76086236_76110760
Gpam,19,55067268,55127238,protein_coding,-1,59970,chr19_55067268_55127238
Gpank1,17,35121455,35124814,protein_coding,1,3359,chr17_35121455_35124814
Gpat2,2,127425199,127436092,protein_coding,1,10893,chr2_127425199_127436092
Gpatch1,7,35276536,35318440,protein_coding,-1,41904,chr7_35276536_35318440
Gpatch11,17,78835567,78848308,protein_coding,1,12741,chr17_78835567_78848308
Gpatch2,1,187215508,187351704,protein_coding,1,136196,chr1_187215508_187351704
Gpatch2l,12,86241858,86291784,protein_coding,1,49926,chr12_86241858_86291784
Gpatch3,4,133574745,133584243,protein_coding,1,9498,chr4_133574745_133584243
Gpatch4,3,88043108,88055993,protein_coding,1,12885,chr3_88043108_88055993
Gpatch8,11,102475915,102556392,protein_coding,-1,80477,chr11_102475915_102556392
Gpbar1,1,74278550,74279624,protein_coding,1,1074,chr1_74278550_74279624
Gpbp1,13,111425680,111490111,protein_coding,-1,64431,chr13_111425680_111490111
Gpbp1l1,4,116557658,116593882,protein_coding,1,36224,chr4_116557658_116593882
Gpc1,1,92831645,92860779,protein_coding,1,29134,chr1_92831645_92860779
Gpc2,5,138273655,138280005,protein_coding,-1,6350,chr5_138273655_138280005
Gpc3,X,52272426,52613950,protein_coding,-1,341524,chrX_52272426_52613950
Gpc4,X,52053021,52165252,protein_coding,-1,112231,chrX_52053021_52165252
Gpc5,14,115092215,116525179,protein_coding,1,1432964,chr14_115092215_116525179
Gpc6,14,116925315,117976544,protein_coding,1,1051229,chr14_116925315_117976544
Gpcpd1,2,132529082,132587729,protein_coding,-1,58647,chr2_132529082_132587729
Gpd1,15,99717515,99725005,protein_coding,1,7490,chr15_99717515_99725005
Gpd1l,9,114899341,114933987,protein_coding,-1,34646,chr9_114899341_114933987
Gpd2,2,57237635,57370719,protein_coding,1,133084,chr2_57237635_57370719
Gper1,5,139423151,139427800,protein_coding,1,4649,chr5_139423151_139427800
Gphb5,12,75411722,75416781,protein_coding,-1,5059,chr12_75411722_75416781
Gphn,12,78226379,78684772,protein_coding,1,458393,chr12_78226379_78684772
Gpi1,7,34201330,34230336,protein_coding,-1,29006,chr7_34201330_34230336
Gpkow,X,7697131,7710262,protein_coding,1,13131,chrX_7697131_7710262
Gpld1,13,24943152,24992501,protein_coding,1,49349,chr13_24943152_24992501
Gpm6a,8,54954843,55060871,protein_coding,1,106028,chr8_54954843_55060871
Gpm6b,X,166238911,166388988,protein_coding,1,150077,chrX_166238911_166388988
Gpn1,5,31494741,31512904,protein_coding,1,18163,chr5_31494741_31512904
Gpn2,4,133584362,133591735,protein_coding,1,7373,chr4_133584362_133591735
Gpn3,5,122371876,122382902,protein_coding,1,11026,chr5_122371876_122382902
Gpnmb,6,49036546,49070929,protein_coding,1,34383,chr6_49036546_49070929
Gpr1,1,63182691,63214543,protein_coding,-1,31852,chr1_63182691_63214543
Gpr101,X,57496668,57503757,protein_coding,-1,7089,chrX_57496668_57503757
Gpr107,2,31152316,31218775,protein_coding,1,66459,chr2_31152316_31218775
Gpr108,17,57234635,57248446,protein_coding,-1,13811,chr17_57234635_57248446
Gpr119,X,48667979,48674478,protein_coding,-1,6499,chrX_48667979_48674478
Gpr12,5,146582398,146585239,protein_coding,-1,2841,chr5_146582398_146585239
Gpr135,12,72067976,72071125,protein_coding,-1,3149,chr12_72067976_72071125
Gpr137,19,6938057,6942480,protein_coding,-1,4423,chr19_6938057_6942480
Gpr137b,13,13357620,13394014,protein_coding,-1,36394,chr13_13357620_13394014
Gpr137b-ps,13,12615057,12650388,transcribed_unprocessed_pseudogene,-1,35331,chr13_12615057_12650388
Gpr137c,14,45219717,45282725,protein_coding,1,63008,chr14_45219717_45282725
Gpr139,7,119140747,119184603,protein_coding,-1,43856,chr7_119140747_119184603
Gpr142,11,114798924,114806745,protein_coding,1,7821,chr11_114798924_114806745
Gpr146,5,139377697,139396415,protein_coding,1,18718,chr5_139377697_139396415
Gpr149,3,62529077,62605140,protein_coding,-1,76063,chr3_62529077_62605140
Gpr15,16,58717433,58719070,protein_coding,-1,1637,chr16_58717433_58719070
Gpr150,13,76054851,76056996,protein_coding,-1,2145,chr13_76054851_76056996
Gpr151,18,42577881,42579652,protein_coding,-1,1771,chr18_42577881_42579652
Gpr152,19,4139786,4145740,protein_coding,1,5954,chr19_4139786_4145740
Gpr153,4,152274232,152285337,protein_coding,1,11105,chr4_152274232_152285337
Gpr155,2,73341506,73386572,protein_coding,-1,45066,chr2_73341506_73386572
Gpr156,16,37916496,38007530,protein_coding,1,91034,chr16_37916496_38007530
Gpr157,4,150087365,150105927,protein_coding,1,18562,chr4_150087365_150105927
Gpr158,2,21367542,21830547,protein_coding,1,463005,chr2_21367542_21830547
Gpr160,3,30855950,30897192,protein_coding,1,41242,chr3_30855950_30897192
Gpr161,1,165295789,165326745,protein_coding,1,30956,chr1_165295789_165326745
Gpr162,6,124858444,124863983,protein_coding,-1,5539,chr6_124858444_124863983
Gpr165,X,96713441,96719388,protein_coding,1,5947,chrX_96713441_96719388
Gpr17,18,31942997,31949636,protein_coding,-1,6639,chr18_31942997_31949636
Gpr171,3,59096448,59101821,protein_coding,-1,5373,chr3_59096448_59101821
Gpr173,X,152343598,152368704,protein_coding,-1,25106,chrX_152343598_152368704
Gpr174,X,107255878,107296769,protein_coding,1,40891,chrX_107255878_107296769
Gpr176,2,118277110,118373419,protein_coding,-1,96309,chr2_118277110_118373419
Gpr179,11,97332109,97352077,protein_coding,-1,19968,chr11_97332109_97352077
Gpr18,14,121911253,121915781,protein_coding,-1,4528,chr14_121911253_121915781
Gpr180,14,118137158,118163261,protein_coding,1,26103,chr14_118137158_118163261
Gpr182,10,127747276,127751732,protein_coding,-1,4456,chr10_127747276_127751732
Gpr183,14,121952551,121965195,protein_coding,-1,12644,chr14_121952551_121965195
Gpr19,6,134869093,134898578,protein_coding,-1,29485,chr6_134869093_134898578
Gpr21,2,37516332,37520603,protein_coding,1,4271,chr2_37516332_37520603
Gpr22,12,31706867,31713947,protein_coding,-1,7080,chr12_31706867_31713947
Gpr25,1,136259797,136260873,protein_coding,-1,1076,chr1_136259797_136260873
Gpr26,7,131966460,131994405,protein_coding,1,27945,chr7_131966460_131994405
Gpr27,6,99692679,99695066,protein_coding,1,2387,chr6_99692679_99695066
Gpr3,4,133209340,133212536,protein_coding,-1,3196,chr4_133209340_133212536
Gpr34,X,13632089,13640858,protein_coding,1,8769,chrX_13632089_13640858
Gpr35,1,92950865,92986391,protein_coding,1,35526,chr1_92950865_92986391
Gpr37,6,25665878,25690729,protein_coding,-1,24851,chr6_25665878_25690729
Gpr37l1,1,135160234,135167681,protein_coding,-1,7447,chr1_135160234_135167681
Gpr39,1,125676995,125873862,protein_coding,1,196867,chr1_125676995_125873862
Gpr4,7,19212538,19224174,protein_coding,1,11636,chr7_19212538_19224174
Gpr45,1,42952872,43035456,protein_coding,1,82584,chr1_42952872_43035456
Gpr50,X,71663667,71669257,protein_coding,1,5590,chrX_71663667_71669257
Gpr52,1,160576338,160577974,protein_coding,-1,1636,chr1_160576338_160577974
Gpr55,1,85938318,85961007,protein_coding,-1,22689,chr1_85938318_85961007
Gpr6,10,41069977,41072285,protein_coding,-1,2308,chr10_41069977_41072285
Gpr61,3,108148321,108154882,protein_coding,-1,6561,chr3_108148321_108154882
Gpr62,9,106463962,106465938,protein_coding,-1,1976,chr9_106463962_106465938
Gpr63,4,24966407,25009233,protein_coding,1,42826,chr4_24966407_25009233
Gpr65,12,98268635,98276644,protein_coding,1,8009,chr12_98268635_98276644
Gpr68,12,100876682,100908198,protein_coding,-1,31516,chr12_100876682_100908198
Gpr75,11,30885358,30893729,protein_coding,1,8371,chr11_30885358_30893729
Gpr82,X,13661363,13667433,protein_coding,1,6070,chrX_13661363_13667433
Gpr83,9,14860210,14870789,protein_coding,1,10579,chr9_14860210_14870789
Gpr84,15,103308235,103310612,protein_coding,-1,2377,chr15_103308235_103310612
Gpr85,6,13834458,13839942,protein_coding,-1,5484,chr6_13834458_13839942
Gpr87,3,59178923,59195104,protein_coding,-1,16181,chr3_59178923_59195104
Gpr88,3,116249654,116253503,protein_coding,-1,3849,chr3_116249654_116253503
Gpr89,3,96868281,96905346,protein_coding,-1,37065,chr3_96868281_96905346
Gprasp1,X,135742733,135803474,protein_coding,1,60741,chrX_135742733_135803474
Gprasp2,X,135839034,135844730,protein_coding,1,5696,chrX_135839034_135844730
Gprc5b,7,118972047,118995211,protein_coding,-1,23164,chr7_118972047_118995211
Gprc5c,11,114851152,114872617,protein_coding,1,21465,chr11_114851152_114872617
Gprc5d,6,135105991,135118283,protein_coding,-1,12292,chr6_135105991_135118283
Gprin1,13,54736671,54749874,protein_coding,-1,13203,chr13_54736671_54749874
Gprin2,14,34185688,34201653,protein_coding,-1,15965,chr14_34185688_34201653
Gprin3,6,59347226,59426294,protein_coding,-1,79068,chr6_59347226_59426294
Gps1,11,120784272,120789102,protein_coding,1,4830,chr11_120784272_120789102
Gps2,11,69913888,69916591,protein_coding,1,2703,chr11_69913888_69916591
Gpsm1,2,26315515,26348237,protein_coding,1,32722,chr2_26315515_26348237
Gpsm2,3,108678638,108722309,protein_coding,-1,43671,chr3_108678638_108722309
Gpsm3,17,34589806,34591754,protein_coding,1,1948,chr17_34589806_34591754
Gpt,15,76695716,76699686,protein_coding,1,3970,chr15_76695716_76699686
Gpt2,8,85492576,85527560,protein_coding,1,34984,chr8_85492576_85527560
Gpx1,9,108338903,108340343,protein_coding,1,1440,chr9_108338903_108340343
Gpx2,12,76792333,76795554,protein_coding,-1,3221,chr12_76792333_76795554
Gpx2-ps1,7,100264675,100265245,processed_pseudogene,1,570,chr7_100264675_100265245
Gpx3,11,54902453,54910377,protein_coding,1,7924,chr11_54902453_54910377
Gpx4,10,80047166,80056439,protein_coding,1,9273,chr10_80047166_80056439
Gpx7,4,108400390,108406961,protein_coding,-1,6571,chr4_108400390_108406961
Gpx8,13,113042753,113046410,protein_coding,-1,3657,chr13_113042753_113046410
Gramd1a,7,31130127,31155896,protein_coding,-1,25769,chr7_31130127_31155896
Gramd1b,9,40293233,40531383,protein_coding,-1,238150,chr9_40293233_40531383
Gramd1c,16,43980350,44063345,protein_coding,-1,82995,chr16_43980350_44063345
Gramd2,9,59680144,59718874,protein_coding,1,38730,chr9_59680144_59718874
Gramd3,18,56400337,56503792,protein_coding,1,103455,chr18_56400337_56503792
Gramd4,15,86057695,86137634,protein_coding,1,79939,chr15_86057695_86137634
Grap,11,61653265,61672784,protein_coding,1,19519,chr11_61653265_61672784
Grap2,15,80572594,80652854,protein_coding,1,80260,chr15_80572594_80652854
Grasp,15,101224188,101232756,protein_coding,1,8568,chr15_101224188_101232756
Grb10,11,11930508,12038683,protein_coding,-1,108175,chr11_11930508_12038683
Grb14,2,64912476,65024987,protein_coding,-1,112511,chr2_64912476_65024987
Grb2,11,115644045,115708597,protein_coding,-1,64552,chr11_115644045_115708597
Grb7,11,98446394,98455373,protein_coding,1,8979,chr11_98446394_98455373
Grcc10,6,124739183,124741374,protein_coding,-1,2191,chr6_124739183_124741374
Greb1,12,16670615,16800886,protein_coding,-1,130271,chr12_16670615_16800886
Greb1l,18,10325177,10562940,protein_coding,1,237763,chr18_10325177_10562940
Grem1,2,113746164,113758646,protein_coding,-1,12482,chr2_113746164_113758646
Grem2,1,174833785,174921819,protein_coding,-1,88034,chr1_174833785_174921819
Grhl1,12,24572283,24617391,protein_coding,1,45108,chr12_24572283_24617391
Grhl2,15,37233036,37363569,protein_coding,1,130533,chr15_37233036_37363569
Grhl3,4,135541888,135573630,protein_coding,-1,31742,chr4_135541888_135573630
Grhpr,4,44981395,44990734,protein_coding,1,9339,chr4_44981395_44990734
Gria1,11,57011387,57330244,protein_coding,1,318857,chr11_57011387_57330244
Gria2,3,80681450,80802835,protein_coding,-1,121385,chr3_80681450_80802835
Gria3,X,41400854,41678601,protein_coding,1,277747,chrX_41400854_41678601
Gria4,9,4417896,4796234,protein_coding,-1,378338,chr9_4417896_4796234
Grid1,14,34820108,35583379,protein_coding,1,763271,chr14_34820108_35583379
Grid2,6,63255876,64704323,protein_coding,1,1448447,chr6_63255876_64704323
Grid2ip,5,143357338,143392152,protein_coding,1,34814,chr5_143357338_143392152
Grifin,5,140563119,140565071,protein_coding,-1,1952,chr5_140563119_140565071
Grik1,16,87895900,88290265,protein_coding,-1,394365,chr16_87895900_88290265
Grik2,10,49094833,49788766,protein_coding,-1,693933,chr10_49094833_49788766
Grik3,4,125490700,125714173,protein_coding,1,223473,chr4_125490700_125714173
Grik4,9,42518135,42944493,protein_coding,-1,426358,chr9_42518135_42944493
Grik5,7,25009849,25072346,protein_coding,-1,62497,chr7_25009849_25072346
Grin1,2,25291181,25319187,protein_coding,-1,28006,chr2_25291181_25319187
Grin1os,2,25291220,25298925,antisense,1,7705,chr2_25291220_25298925
Grin2a,16,9567898,9995560,protein_coding,-1,427662,chr16_9567898_9995560
Grin2b,6,135713233,136173511,protein_coding,-1,460278,chr6_135713233_136173511
Grin2c,11,115249169,115267243,protein_coding,-1,18074,chr11_115249169_115267243
Grin2d,7,45831883,45878378,protein_coding,-1,46495,chr7_45831883_45878378
Grin3a,4,49661611,49845744,protein_coding,-1,184133,chr4_49661611_49845744
Grin3b,10,79970715,79977190,protein_coding,1,6475,chr10_79970715_79977190
Grina,15,76246764,76249904,protein_coding,1,3140,chr15_76246764_76249904
Grip1,10,119453830,120087261,protein_coding,1,633431,chr10_119453830_120087261
Grip1os1,10,119825204,119852390,antisense,-1,27186,chr10_119825204_119852390
Grip1os2,10,119746063,119761699,antisense,-1,15636,chr10_119746063_119761699
Grip2,6,91761509,91827250,protein_coding,-1,65741,chr6_91761509_91827250
Gripap1,X,7789765,7820567,protein_coding,1,30802,chrX_7789765_7820567
Grk4,5,34660379,34755305,protein_coding,1,94926,chr5_34660379_34755305
Grk5,19,60889749,61095968,protein_coding,1,206219,chr19_60889749_61095968
Grk6,13,55445072,55460927,protein_coding,1,15855,chr13_55445072_55460927
Grm1,10,10686059,11082356,protein_coding,-1,396297,chr10_10686059_11082356
Grm2,9,106643095,106656082,protein_coding,-1,12987,chr9_106643095_106656082
Grm3,5,9485541,9725170,protein_coding,-1,239629,chr5_9485541_9725170
Grm4,17,27422387,27521403,protein_coding,-1,99016,chr17_27422387_27521403
Grm5,7,87584168,88134907,protein_coding,1,550739,chr7_87584168_88134907
Grm6,11,50850685,50866208,protein_coding,1,15523,chr11_50850685_50866208
Grm7,6,110645581,111567230,protein_coding,1,921649,chr6_110645581_111567230
Grm8,6,27275119,28135178,protein_coding,-1,860059,chr6_27275119_28135178
Grn,11,102430315,102437048,protein_coding,1,6733,chr11_102430315_102437048
Grp,18,65872820,65886596,protein_coding,1,13776,chr18_65872820_65886596
Grpel1,5,36464998,36474080,protein_coding,1,9082,chr5_36464998_36474080
Grpel2,18,61712424,61726325,protein_coding,-1,13901,chr18_61712424_61726325
Grpr,X,163513904,163549677,protein_coding,-1,35773,chrX_163513904_163549677
Grrp1,4,134251110,134254106,protein_coding,-1,2996,chr4_134251110_134254106
Grsf1,5,88659448,88676171,protein_coding,-1,16723,chr5_88659448_88676171
Grtp1,8,13172022,13200620,protein_coding,-1,28598,chr8_13172022_13200620
Grwd1,7,45825223,45830944,protein_coding,-1,5721,chr7_45825223_45830944
Grxcr2,18,41985323,41999049,protein_coding,-1,13726,chr18_41985323_41999049
Gsap,5,21186255,21315132,protein_coding,1,128877,chr5_21186255_21315132
Gsc2,16,17913107,17915059,protein_coding,-1,1952,chr16_17913107_17915059
Gsdma,11,98664351,98677708,protein_coding,1,13357,chr11_98664351_98677708
Gsdma2,11,98646759,98657964,protein_coding,1,11205,chr11_98646759_98657964
Gsdmcl-ps,15,63914448,63925666,transcribed_unprocessed_pseudogene,1,11218,chr15_63914448_63925666
Gsdmd,15,75862327,75867408,protein_coding,1,5081,chr15_75862327_75867408
Gse1,8,120228456,120581390,protein_coding,1,352934,chr8_120228456_120581390
Gsg1,6,135237326,135254351,protein_coding,-1,17025,chr6_135237326_135254351
Gsg1l,7,125878420,126082411,protein_coding,-1,203991,chr7_125878420_126082411
Gsk3a,7,25228258,25237851,protein_coding,-1,9593,chr7_25228258_25237851
Gsk3b,16,38089001,38246084,protein_coding,1,157083,chr16_38089001_38246084
Gskip,12,105684829,105703023,protein_coding,1,18194,chr12_105684829_105703023
Gsn,2,35256380,35307892,protein_coding,1,51512,chr2_35256380_35307892
Gspt1,16,11219292,11254325,protein_coding,-1,35033,chr16_11219292_11254325
Gspt2,X,94636069,94643244,protein_coding,1,7175,chrX_94636069_94643244
Gsr,8,33652523,33698163,protein_coding,1,45640,chr8_33652523_33698163
Gss,2,155563181,155592810,protein_coding,-1,29629,chr2_155563181_155592810
Gsta3,1,21240589,21265661,protein_coding,1,25072,chr1_21240589_21265661
Gsta4,9,78182774,78209349,protein_coding,1,26575,chr9_78182774_78209349
Gstcd,3,132981752,133092033,protein_coding,-1,110281,chr3_132981752_133092033
Gstk1,6,42245935,42250447,protein_coding,1,4512,chr6_42245935_42250447
Gstm1,3,108012255,108017973,protein_coding,-1,5718,chr3_108012255_108017973
Gstm2,3,107981702,107986453,protein_coding,-1,4751,chr3_107981702_107986453
Gstm2-ps1,5,116632908,116633564,processed_pseudogene,-1,656,chr5_116632908_116633564
Gstm3,3,107963696,107969283,protein_coding,-1,5587,chr3_107963696_107969283
Gstm4,3,108040408,108044894,protein_coding,-1,4486,chr3_108040408_108044894
Gstm5,3,107895821,107898686,protein_coding,1,2865,chr3_107895821_107898686
Gstm6,3,107938847,107943749,protein_coding,-1,4902,chr3_107938847_107943749
Gstm7,3,107926334,107931817,protein_coding,-1,5483,chr3_107926334_107931817
Gsto1,19,47854970,47864790,protein_coding,1,9820,chr19_47854970_47864790
Gsto2,19,47865534,47886324,protein_coding,1,20790,chr19_47865534_47886324
Gstp1,19,4035407,4037985,protein_coding,-1,2578,chr19_4035407_4037985
Gstp2,19,4040285,4046023,protein_coding,-1,5738,chr19_4040285_4046023
Gstt1,10,75783813,75798584,protein_coding,-1,14771,chr10_75783813_75798584
Gstt2,10,75831114,75837424,protein_coding,-1,6310,chr10_75831114_75837424
Gstt3,10,75774115,75781414,protein_coding,-1,7299,chr10_75774115_75781414
Gstz1,12,87147165,87164723,protein_coding,1,17558,chr12_87147165_87164723
Gsx1,5,147188696,147190947,protein_coding,1,2251,chr5_147188696_147190947
Gsx2,5,75075601,75077893,protein_coding,1,2292,chr5_75075601_75077893
Gt(ROSA)26Sor,6,113067428,113077333,antisense,-1,9905,chr6_113067428_113077333
Gtdc1,2,44564412,44927657,protein_coding,-1,363245,chr2_44564412_44927657
Gtf2a1,12,91555262,91590487,protein_coding,-1,35225,chr12_91555262_91590487
Gtf2a1l,17,88668660,88715152,protein_coding,1,46492,chr17_88668660_88715152
Gtf2a2,9,70012550,70022866,protein_coding,1,10316,chr9_70012550_70022866
Gtf2b,3,142765045,142783606,protein_coding,1,18561,chr3_142765045_142783606
Gtf2e1,16,37509790,37539789,protein_coding,-1,29999,chr16_37509790_37539789
Gtf2e2,8,33731833,33777173,protein_coding,1,45340,chr8_33731833_33777173
Gtf2f1,17,57003405,57011288,protein_coding,-1,7883,chr17_57003405_57011288
Gtf2f2,14,75896937,76010865,protein_coding,-1,113928,chr14_75896937_76010865
Gtf2h1,7,46796103,46823800,protein_coding,1,27697,chr7_46796103_46823800
Gtf2h2,13,100460218,100492579,protein_coding,-1,32361,chr13_100460218_100492579
Gtf2h3,5,124579140,124597680,protein_coding,1,18540,chr5_124579140_124597680
Gtf2h4,17,35667730,35673739,protein_coding,-1,6009,chr17_35667730_35673739
Gtf2h5,17,6079786,6086517,protein_coding,1,6731,chr17_6079786_6086517
Gtf2i,5,134237834,134314760,protein_coding,-1,76926,chr5_134237834_134314760
Gtf2ird1,5,134357656,134456716,protein_coding,-1,99060,chr5_134357656_134456716
Gtf2ird2,5,134184019,134224355,protein_coding,1,40336,chr5_134184019_134224355
Gtf3a,5,146948657,146955614,protein_coding,1,6957,chr5_146948657_146955614
Gtf3c1,7,125640954,125707780,protein_coding,-1,66826,chr7_125640954_125707780
Gtf3c2,5,31156005,31180144,protein_coding,-1,24139,chr5_31156005_31180144
Gtf3c3,1,54396004,54438971,protein_coding,-1,42967,chr1_54396004_54438971
Gtf3c4,2,28822299,28840360,protein_coding,-1,18061,chr2_28822299_28840360
Gtf3c5,2,28566311,28583751,protein_coding,-1,17440,chr2_28566311_28583751
Gtf3c6,10,40247703,40258108,protein_coding,-1,10405,chr10_40247703_40258108
Gtpbp1,15,79690845,79721479,protein_coding,1,30634,chr15_79690845_79721479
Gtpbp10,5,5537454,5559538,protein_coding,-1,22084,chr5_5537454_5559538
Gtpbp2,17,46161032,46169370,protein_coding,1,8338,chr17_46161032_46169370
Gtpbp3,8,71488103,71499583,protein_coding,1,11480,chr8_71488103_71499583
Gtpbp4,13,8966331,8996083,protein_coding,-1,29752,chr13_8966331_8996083
Gtpbp6,5,110103975,110108197,protein_coding,-1,4222,chr5_110103975_110108197
Gtpbp8,16,44736768,44746363,protein_coding,-1,9595,chr16_44736768_44746363
Gtse1,15,85859745,85876573,protein_coding,1,16828,chr15_85859745_85876573
Gtsf1,15,103402405,103430470,protein_coding,-1,28065,chr15_103402405_103430470
Guca1a,17,47394557,47400584,protein_coding,-1,6027,chr17_47394557_47400584
Guca1b,17,47385392,47392967,protein_coding,1,7575,chr17_47385392_47392967
Guca2a,4,119637704,119639471,protein_coding,1,1767,chr4_119637704_119639471
Guca2b,4,119656607,119658954,protein_coding,-1,2347,chr4_119656607_119658954
Gucd1,10,75351111,75517972,protein_coding,-1,166861,chr10_75351111_75517972
Gucy1a2,9,3532778,3894736,protein_coding,1,361958,chr9_3532778_3894736
Gucy1b2,14,62392676,62456289,protein_coding,-1,63613,chr14_62392676_62456289
Gucy2c,6,136697284,136781765,protein_coding,-1,84481,chr6_136697284_136781765
Gucy2e,11,69218117,69237036,protein_coding,-1,18919,chr11_69218117_69237036
Gucy2f,X,142081160,142196931,protein_coding,-1,115771,chrX_142081160_142196931
Gucy2g,19,55198099,55241236,protein_coding,-1,43137,chr19_55198099_55241236
Guf1,5,69556923,69575973,protein_coding,1,19050,chr5_69556923_69575973
Guk1,11,59183875,59192212,protein_coding,-1,8337,chr11_59183875_59192212
Gulp1,1,44551511,44796838,protein_coding,1,245327,chr1_44551511_44796838
Gusb,5,129989011,130003049,protein_coding,-1,14038,chr5_129989011_130003049
Gvin1,7,106156556,106215326,protein_coding,-1,58770,chr7_106156556_106215326
Gxylt1,15,93239742,93275179,protein_coding,-1,35437,chr15_93239742_93275179
Gxylt2,6,100704734,100810913,protein_coding,1,106179,chr6_100704734_100810913
Gyg,3,20122084,20155317,protein_coding,-1,33233,chr3_20122084_20155317
Gykl1,18,52693690,52695550,protein_coding,1,1860,chr18_52693690_52695550
Gypc,18,32528322,32560034,protein_coding,-1,31712,chr18_32528322_32560034
Gys1,7,45434844,45456619,protein_coding,1,21775,chr7_45434844_45456619
Gys2,6,142422613,142473109,protein_coding,-1,50496,chr6_142422613_142473109
Gzf1,2,148681023,148692949,protein_coding,1,11926,chr2_148681023_148692949
Gzmk,13,113171608,113225908,protein_coding,-1,54300,chr13_113171608_113225908
Gzmm,10,79689020,79695261,protein_coding,1,6241,chr10_79689020_79695261
H13,2,152669461,152708670,protein_coding,1,39209,chr2_152669461_152708670
H1f0,15,79028450,79030504,protein_coding,1,2054,chr15_79028450_79030504
H2-Aa,17,34282744,34287823,protein_coding,-1,5079,chr17_34282744_34287823
H2-Ab1,17,34257689,34269419,protein_coding,1,11730,chr17_34257689_34269419
H2-Bl,17,36080115,36084223,polymorphic_pseudogene,-1,4108,chr17_36080115_36084223
H2-D1,17,35262730,35267499,protein_coding,1,4769,chr17_35262730_35267499
H2-DMa,17,34119541,34139101,protein_coding,1,19560,chr17_34119541_34139101
H2-DMb1,17,34153072,34160230,protein_coding,1,7158,chr17_34153072_34160230
H2-DMb2,17,34143307,34151555,protein_coding,1,8248,chr17_34143307_34151555
H2-Eb1,17,34305867,34316674,protein_coding,1,10807,chr17_34305867_34316674
H2-Eb2,17,34325665,34341412,protein_coding,1,15747,chr17_34325665_34341412
H2-K1,17,33996017,34000347,protein_coding,-1,4330,chr17_33996017_34000347
H2-K2,17,33974659,33978827,transcribed_unprocessed_pseudogene,-1,4168,chr17_33974659_33978827
H2-Ke6,17,34026033,34028060,protein_coding,-1,2027,chr17_34026033_34028060
H2-M10.1,17,36322858,36326155,protein_coding,-1,3297,chr17_36322858_36326155
H2-M10.2,17,36284227,36286490,protein_coding,-1,2263,chr17_36284227_36286490
H2-M10.5,17,36772910,36776234,protein_coding,1,3324,chr17_36772910_36776234
H2-M11,17,36547075,36549250,protein_coding,1,2175,chr17_36547075_36549250
H2-M2,17,37480851,37483552,protein_coding,-1,2701,chr17_37480851_37483552
H2-M3,17,37270220,37274484,protein_coding,1,4264,chr17_37270220_37274484
H2-M5,17,36984061,36989537,protein_coding,-1,5476,chr17_36984061_36989537
H2-M6-ps,17,36969195,36971396,unprocessed_pseudogene,-1,2201,chr17_36969195_36971396
H2-Oa,17,34092340,34095234,protein_coding,1,2894,chr17_34092340_34095234
H2-Ob,17,34238903,34254414,protein_coding,1,15511,chr17_34238903_34254414
H2-Pa,17,34084601,34085823,unprocessed_pseudogene,1,1222,chr17_34084601_34085823
H2-Q1,17,35320405,35325099,protein_coding,1,4694,chr17_35320405_35325099
H2-Q10,17,35470089,35474563,protein_coding,1,4474,chr17_35470089_35474563
H2-Q2,17,35342242,35346762,protein_coding,1,4520,chr17_35342242_35346762
H2-Q3,17,35358989,35359972,unprocessed_pseudogene,1,983,chr17_35358989_35359972
H2-Q4,17,35379617,35385290,protein_coding,1,5673,chr17_35379617_35385290
H2-Q5,17,35394126,35397800,polymorphic_pseudogene,1,3674,chr17_35394126_35397800
H2-Q6,17,35424850,35430055,protein_coding,1,5205,chr17_35424850_35430055
H2-Q7,17,35439155,35443773,protein_coding,1,4618,chr17_35439155_35443773
H2-T10,17,36115876,36121465,polymorphic_pseudogene,-1,5589,chr17_36115876_36121465
H2-T22,17,36037128,36042747,protein_coding,-1,5619,chr17_36037128_36042747
H2-T23,17,36029773,36032855,protein_coding,-1,3082,chr17_36029773_36032855
H2-T24,17,36005695,36020560,protein_coding,-1,14865,chr17_36005695_36020560
H2-T3,17,36185572,36190287,protein_coding,-1,4715,chr17_36185572_36190287
H3f3a,1,180800832,180813943,protein_coding,-1,13111,chr1_180800832_180813943
H3f3a-ps1,X,101824515,101824924,processed_pseudogene,1,409,chrX_101824515_101824924
H3f3a-ps2,16,91114189,91114599,processed_pseudogene,-1,410,chr16_91114189_91114599
H3f3b,11,116021912,116027962,protein_coding,-1,6050,chr11_116021912_116027962
H3f3c,2,119665626,119666036,processed_pseudogene,-1,410,chr2_119665626_119666036
H60b,10,22158586,22288849,protein_coding,1,130263,chr10_22158586_22288849
H60c,10,3256208,3267771,protein_coding,-1,11563,chr10_3256208_3267771
H6pd,4,149979475,150009023,protein_coding,-1,29548,chr4_149979475_150009023
Haao,17,83831156,83847963,protein_coding,-1,16807,chr17_83831156_83847963
Habp2,19,56287137,56320822,protein_coding,1,33685,chr19_56287137_56320822
Habp4,13,64161824,64186537,protein_coding,1,24713,chr13_64161824_64186537
